09-24 02:45:10 pair run: kiota-java-1.10.0, 14 MCIs, 13 to do, model gpt-5.6-luna
09-25 02:55:16   V1 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::6: FAILED_SYNTACTIC_VALIDITY  model 27.39s (4 calls), audit 0s, total 90s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 03:01:22 pair run: cloudstack, 1828 MCIs, 1254 to do, model gpt-5.6-luna, reverse
09-25 03:04:23   V2 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::5: FAILED_BEHAVIORAL_EQUIVALENCE  model 67.39s (5 calls), audit 0s, total 178s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:04:49   V1 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::5: MODEL_DECLINED  model 24.68s (2 calls), audit 0s, total 26s, baseline -  | V1: stub does not match reusable method: createKvmStoragePoolManager requires pool, but pool is declared after storagePoolMgr is already used by an intervening 
09-25 03:07:49   V2 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::4: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 177s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:08:16   V1 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::4: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 27s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:11:23   V2 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::3: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 183s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:12:28   V1 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::3: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 65s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:15:19   V2 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 168s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:16:24   V1 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 65s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:19:15   V2 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 168s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:20:19   V1 com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 64s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:22:30   V2 com.cloud.hypervisor.kvm.resource.LibvirtVMDef.DiskDef::3: SUCCESS  model 22.84s (4 calls), audit 3.89s, total 128s, baseline reused
09-25 03:24:29   V1 com.cloud.hypervisor.kvm.resource.LibvirtVMDef.DiskDef::3: SUCCESS  model 14.87s (4 calls), audit 2.74s, total 119s, baseline reused
09-25 03:26:43   V2 com.cloud.hypervisor.kvm.resource.LibvirtVMDef.DiskDef::2: SUCCESS  model 27.28s (6 calls), audit 2.34s, total 131s, baseline reused
09-25 03:29:02   V1 com.cloud.hypervisor.kvm.resource.LibvirtVMDef.DiskDef::2: SUCCESS  model 25.16s (6 calls), audit 2.78s, total 140s, baseline reused
09-25 03:29:30   V2 com.cloud.hypervisor.kvm.resource.LibvirtVMDef.DiskDef::1: SUCCESS  model 20.94s (6 calls), audit 2.02s, total 25s, baseline reused
09-25 03:31:38   V1 com.cloud.hypervisor.kvm.resource.LibvirtVMDef.DiskDef::1: SUCCESS  model 20.02s (6 calls), audit 2.99s, total 129s, baseline reused
09-25 03:32:40   V2 org.apache.cloudstack.network.BgpPeerTO::1: SUCCESS  model 6.35s (2 calls), audit 2.79s, total 58s, baseline reused
09-25 03:33:41   V1 org.apache.cloudstack.network.BgpPeerTO::1: SUCCESS  model 16.08s (4 calls), audit 3.86s, total 61s, baseline reused
09-25 03:35:41   V2 VDI::2: SUCCESS  model 6.82s (2 calls), audit 3.17s, total 116s, baseline reused
09-25 03:36:36   V1 VDI::2: FAILED_SYNTACTIC_VALIDITY  model 13.92s (3 calls), audit 0s, total 55s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 03:39:11   V2 VDI::1: SUCCESS  model 5.73s (2 calls), audit 2.83s, total 103s, baseline reused
09-25 03:40:10   V1 VDI::1: FAILED_SYNTACTIC_VALIDITY  model 20.53s (4 calls), audit 0s, total 59s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 03:42:32   V2 org.apache.cloudstack.mom.webhook.vo.WebhookDeliveryVO::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 139s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:43:24   V1 org.apache.cloudstack.mom.webhook.vo.WebhookDeliveryVO::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 52s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:45:27   V2 org.apache.cloudstack.mom.webhook.vo.WebhookDeliveryVO::1: SUCCESS  model 24.1s (4 calls), audit 3.46s, total 119s, baseline reused
09-25 03:47:10   V1 org.apache.cloudstack.mom.webhook.vo.WebhookDeliveryVO::1: SUCCESS  model 13.5s (4 calls), audit 2.96s, total 103s, baseline reused
09-25 03:49:47   V2 org.apache.cloudstack.mom.webhook.vo.WebhookJoinVO::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 153s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:50:37   V1 org.apache.cloudstack.mom.webhook.vo.WebhookJoinVO::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 50s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:53:06   V2 org.apache.cloudstack.mom.webhook.vo.WebhookJoinVO::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 147s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:54:00   V1 org.apache.cloudstack.mom.webhook.vo.WebhookJoinVO::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 53s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 03:56:14   V2 org.apache.cloudstack.api.command.QuotaCreditsCmd::2: SUCCESS  model 21.04s (4 calls), audit 2.14s, total 132s, baseline reused
09-25 03:58:10   V1 org.apache.cloudstack.api.command.QuotaCreditsCmd::2: SUCCESS  model 17.95s (4 calls), audit 2.68s, total 115s, baseline reused
09-25 04:00:23   V2 org.apache.cloudstack.api.command.QuotaCreditsCmd::1: SUCCESS  model 27.96s (4 calls), audit 6.66s, total 131s, baseline reused
09-25 04:02:16   V1 org.apache.cloudstack.api.command.QuotaCreditsCmd::1: SUCCESS  model 12.54s (4 calls), audit 2.44s, total 113s, baseline reused
09-25 04:03:01   V2 org.apache.cloudstack.api.command.admin.storage.ConfigureStorageAccessCmd::1: SUCCESS  model 37.45s (6 calls), audit 2.71s, total 42s, baseline reused
09-25 04:04:53   V1 org.apache.cloudstack.api.command.admin.storage.ConfigureStorageAccessCmd::1: SUCCESS  model 29.43s (6 calls), audit 3.8s, total 112s, baseline reused
09-25 04:06:50   V2 org.apache.cloudstack.storage.command.browser.ListDataStoreObjectsAnswer::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 114s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 04:07:30   V1 org.apache.cloudstack.storage.command.browser.ListDataStoreObjectsAnswer::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 40s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 04:09:17   V2 org.apache.cloudstack.storage.command.browser.ListDataStoreObjectsAnswer::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 104s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 04:09:58   V1 org.apache.cloudstack.storage.command.browser.ListDataStoreObjectsAnswer::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 41s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 04:12:34   V2 com.cloud.agent.api.VgpuTypesInfo::2: SUCCESS  model 29.93s (5 calls), audit 4.67s, total 111s, baseline reused
09-25 04:14:20   V1 com.cloud.agent.api.VgpuTypesInfo::2: SUCCESS  model 28.01s (5 calls), audit 3.1s, total 106s, baseline reused
09-25 04:14:46   V2 com.cloud.agent.api.VgpuTypesInfo::1: SUCCESS  model 18.19s (4 calls), audit 2.78s, total 23s, baseline reused
09-25 04:16:16   V1 com.cloud.agent.api.VgpuTypesInfo::1: SUCCESS  model 12.61s (4 calls), audit 2.99s, total 90s, baseline reused
09-25 04:19:53   V2 com.cloud.utils.db.SearchBuilder<com.cloud.storage.SnapshotPolicyVO>::1: SUCCESS  model 106.9s (9 calls), audit 3.13s, total 217s, baseline reused
09-25 04:21:53   V1 com.cloud.utils.db.SearchBuilder<com.cloud.storage.SnapshotPolicyVO>::1: SUCCESS  model 37.85s (5 calls), audit 8.8s, total 120s, baseline reused
09-25 04:23:30   V2 org.apache.cloudstack.api.command.user.vpn.DeleteVpnCustomerGatewayCmd::1: SUCCESS  model 17.78s (4 calls), audit 2.81s, total 95s, baseline reused
09-25 04:24:59   V1 org.apache.cloudstack.api.command.user.vpn.DeleteVpnCustomerGatewayCmd::1: SUCCESS  model 12.07s (4 calls), audit 2.65s, total 89s, baseline reused
09-25 04:26:44   V2 org.apache.cloudstack.api.command.user.kms.hsm.DeleteHSMProfileCmd::1: SUCCESS  model 22.87s (4 calls), audit 5.37s, total 102s, baseline reused
09-25 04:28:13   V1 org.apache.cloudstack.api.command.user.kms.hsm.DeleteHSMProfileCmd::1: SUCCESS  model 12.82s (4 calls), audit 2.63s, total 89s, baseline reused
09-25 04:31:51   V2 org.apache.cloudstack.affinity.dao.AffinityGroupDao::1: FAILED_SYNTACTIC_VALIDITY  model 168.04s (12 calls), audit 0s, total 215s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 04:33:08   V1 org.apache.cloudstack.affinity.dao.AffinityGroupDao::1: FAILED_SYNTACTIC_VALIDITY  model 40.56s (7 calls), audit 0s, total 77s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 04:35:08   V2 org.apache.cloudstack.api.command.user.snapshot.DeleteSnapshotPoliciesCmd::2: SUCCESS  model 40.81s (5 calls), audit 2.07s, total 117s, baseline reused
09-25 04:36:41   V1 org.apache.cloudstack.api.command.user.snapshot.DeleteSnapshotPoliciesCmd::2: SUCCESS  model 15.64s (4 calls), audit 2.74s, total 93s, baseline reused
09-25 04:37:11   V2 org.apache.cloudstack.api.command.user.snapshot.DeleteSnapshotPoliciesCmd::1: SUCCESS  model 23.84s (5 calls), audit 2.04s, total 28s, baseline reused
09-25 04:38:46   V1 org.apache.cloudstack.api.command.user.snapshot.DeleteSnapshotPoliciesCmd::1: SUCCESS  model 15.44s (5 calls), audit 4.54s, total 94s, baseline reused
09-25 04:40:49   V2 org.apache.cloudstack.datacenter.DataCenterIpv4GuestSubnetVO::2: SUCCESS  model 35.78s (5 calls), audit 3.68s, total 121s, baseline reused
09-25 04:42:34   V1 org.apache.cloudstack.datacenter.DataCenterIpv4GuestSubnetVO::2: SUCCESS  model 20.98s (5 calls), audit 3.11s, total 105s, baseline reused
09-25 04:44:47   V2 org.apache.cloudstack.datacenter.DataCenterIpv4GuestSubnetVO::1: FAILED_SYNTACTIC_VALIDITY  model 95.7s (10 calls), audit 0s, total 130s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 04:47:06   V1 org.apache.cloudstack.datacenter.DataCenterIpv4GuestSubnetVO::1: SUCCESS  model 55.17s (10 calls), audit 3.5s, total 139s, baseline reused
09-25 04:50:24   V2 com.cloud.user.AccountDetailsDao::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 53.22s (4 calls), audit 0s, total 152s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 04:51:19   V1 com.cloud.user.AccountDetailsDao::1: FAILED_SYNTACTIC_VALIDITY  model 19.66s (3 calls), audit 0s, total 55s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 04:53:12   V2 IoCTX::1: SUCCESS  model 7.43s (2 calls), audit 2.61s, total 110s, baseline reused
09-25 04:55:12   V1 IoCTX::1: SUCCESS  model 13.39s (4 calls), audit 3.43s, total 120s, baseline reused
09-25 04:57:07   V2 com.cloud.network.BrocadeVcsNetworkVlanMappingVO::1: SUCCESS  model 21.81s (4 calls), audit 2.6s, total 112s, baseline reused
09-25 04:58:48   V1 com.cloud.network.BrocadeVcsNetworkVlanMappingVO::1: SUCCESS  model 12.96s (4 calls), audit 2.6s, total 101s, baseline reused
09-25 05:00:15   V2 org.apache.cloudstack.resourcedetail.ResourceDetailsDaoBaseTest.TestDetailVO::1: SUCCESS  model 32.04s (5 calls), audit 4.56s, total 84s, baseline reused
09-25 05:01:17   V1 org.apache.cloudstack.resourcedetail.ResourceDetailsDaoBaseTest.TestDetailVO::1: SUCCESS  model 12.19s (4 calls), audit 2.34s, total 62s, baseline reused
09-25 05:03:12   V2 NodeInfo::1: SUCCESS  model 6.78s (2 calls), audit 2.89s, total 112s, baseline reused
09-25 05:05:13   V1 NodeInfo::1: SUCCESS  model 18.38s (5 calls), audit 3.12s, total 121s, baseline reused
09-25 05:07:04   V2 com.cloud.api.query.vo.StoragePoolJoinVO::1: SUCCESS  model 19.62s (4 calls), audit 2.04s, total 108s, baseline reused
09-25 05:07:59   V1 com.cloud.api.query.vo.StoragePoolJoinVO::1: FAILED_SYNTACTIC_VALIDITY  model 16.7s (3 calls), audit 0s, total 54s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 05:08:21   V2 com.cloud.agent.api.check.CheckSshAnswer::1: SUCCESS  model 15.76s (4 calls), audit 2.3s, total 20s, baseline reused
09-25 05:10:00   V1 com.cloud.agent.api.check.CheckSshAnswer::1: SUCCESS  model 10.94s (4 calls), audit 2.19s, total 99s, baseline reused
09-25 05:13:00   V2 com.cloud.storage.GuestOSHypervisorVO::2: SUCCESS  model 64.12s (7 calls), audit 5.17s, total 181s, baseline reused
09-25 05:14:21   V1 com.cloud.storage.GuestOSHypervisorVO::2: FAILED_SYNTACTIC_VALIDITY  model 38.94s (6 calls), audit 0s, total 81s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 05:18:14   V2 org.apache.cloudstack.kms.dao.HSMProfileDao::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 140.7s (12 calls), audit 0s, total 229s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 05:18:32   V1 org.apache.cloudstack.kms.dao.HSMProfileDao::1: MODEL_DECLINED  model 16.94s (2 calls), audit 0s, total 18s, baseline -  | V1: The reusable helper creates and returns a new HSMProfileDao instance, while the test relies on the existing @Mock field that is already injected into kmsMan
09-25 05:19:33   V2 com.cloud.utils.db.SearchCriteria<java.lang.Long>::3: SUCCESS  model 7.19s (2 calls), audit 3.4s, total 59s, baseline reused
09-25 05:20:46   V1 com.cloud.utils.db.SearchCriteria<java.lang.Long>::3: SUCCESS  model 21.51s (4 calls), audit 3.64s, total 73s, baseline reused
09-25 05:23:05   V2 com.cloud.utils.db.SearchCriteria<java.lang.Long>::2: SUCCESS  model 38.09s (6 calls), audit 3.01s, total 89s, baseline reused
09-25 05:24:27   V1 com.cloud.utils.db.SearchCriteria<java.lang.Long>::2: SUCCESS  model 29.2s (7 calls), audit 4.23s, total 82s, baseline reused
09-25 05:26:48   V2 com.cloud.utils.db.SearchCriteria<java.lang.Long>::1: SUCCESS  model 7.12s (2 calls), audit 2.87s, total 138s, baseline reused
09-25 05:27:06   V1 com.cloud.utils.db.SearchCriteria<java.lang.Long>::1: FAILED_SYNTACTIC_VALIDITY  model 17.0s (3 calls), audit 0s, total 18s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: server\src\test\java\com\cloud\network\as\AutoScaleManagerImplTest.java#t
09-25 05:28:30   V2 com.cloud.utils.db.SearchCriteria<com.cloud.storage.VMTemplateVO>::1: SUCCESS  model 29.27s (6 calls), audit 3.9s, total 80s, baseline reused
09-25 05:29:45   V1 com.cloud.utils.db.SearchCriteria<com.cloud.storage.VMTemplateVO>::1: SUCCESS  model 23.15s (6 calls), audit 4.32s, total 75s, baseline reused
09-25 05:31:51   V2 Connect::6: SUCCESS  model 6.66s (2 calls), audit 3.25s, total 123s, baseline reused
09-25 05:34:00   V1 Connect::6: SUCCESS  model 23.17s (6 calls), audit 3.34s, total 129s, baseline reused
09-25 05:38:23   V2 Connect::5: SUCCESS  model 55.3s (5 calls), audit 2.63s, total 260s, baseline reused
09-25 05:39:33   V1 Connect::5: FAILED_SYNTACTIC_VALIDITY  model 24.59s (3 calls), audit 0s, total 70s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 05:45:27   V2 Connect::4: SUCCESS  model 198.29s (16 calls), audit 5.49s, total 351s, baseline reused
09-25 05:47:45   V1 Connect::4: FAILED_SYNTACTIC_VALIDITY  model 93.11s (11 calls), audit 0s, total 138s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 05:49:13   V2 Connect::3: FAILED_SYNTACTIC_VALIDITY  model 40.69s (4 calls), audit 0s, total 85s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 05:50:14   V1 Connect::3: FAILED_SYNTACTIC_VALIDITY  model 16.46s (3 calls), audit 0s, total 61s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 05:52:08   V2 com.cloud.configuration.ResourceLimitVO::1: SUCCESS  model 25.55s (4 calls), audit 3.01s, total 110s, baseline reused
09-25 05:53:44   V1 com.cloud.configuration.ResourceLimitVO::1: SUCCESS  model 12.47s (4 calls), audit 2.24s, total 96s, baseline reused
09-25 05:55:35   V2 org.apache.cloudstack.engine.subsystem.api.storage.PrimaryDataStoreInfo::1: SUCCESS  model 28.84s (5 calls), audit 3.02s, total 108s, baseline reused
09-25 05:55:55   V1 org.apache.cloudstack.engine.subsystem.api.storage.PrimaryDataStoreInfo::1: MODEL_DECLINED  model 18.77s (4 calls), audit 0s, total 20s, baseline -  | V1: stub does not match reusable method
09-25 06:00:18   V2 com.cloud.resource.ResourceManager::1: SUCCESS  model 91.6s (11 calls), audit 3.49s, total 259s, baseline reused
09-25 06:01:39   V1 com.cloud.resource.ResourceManager::1: FAILED_SYNTACTIC_VALIDITY  model 47.58s (8 calls), audit 0s, total 82s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 06:03:28   V2 com.cloud.network.dao.PhysicalNetworkVO::3: SUCCESS  model 55.32s (8 calls), audit 2.4s, total 60s, baseline reused
09-25 06:05:02   V1 com.cloud.network.dao.PhysicalNetworkVO::3: SUCCESS  model 26.55s (7 calls), audit 2.56s, total 94s, baseline reused
09-25 06:12:49   V2 com.cloud.network.dao.PhysicalNetworkVO::1: SUCCESS  model 319.85s (23 calls), audit 4.25s, total 464s, baseline reused
09-25 06:16:04   V1 com.cloud.network.dao.PhysicalNetworkVO::1: FAILED_SYNTACTIC_VALIDITY  model 157.08s (21 calls), audit 0s, total 194s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 06:19:22   V2 com.cloud.network.dao.LoadBalancerVMMapDao::1: SUCCESS  model 111.15s (6 calls), audit 6.61s, total 196s, baseline reused
09-25 06:20:42   V1 com.cloud.network.dao.LoadBalancerVMMapDao::1: FAILED_SYNTACTIC_VALIDITY  model 45.03s (4 calls), audit 0s, total 79s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 06:22:51   V2 org.apache.cloudstack.backup.BackupProvider::3: SUCCESS  model 41.24s (5 calls), audit 2.93s, total 126s, baseline reused
09-25 06:24:44   V1 org.apache.cloudstack.backup.BackupProvider::3: SUCCESS  model 27.89s (4 calls), audit 2.72s, total 113s, baseline reused
09-25 06:30:28   V2 org.apache.cloudstack.backup.BackupProvider::2: SUCCESS  model 249.13s (25 calls), audit 5.42s, total 341s, baseline reused
09-25 06:32:12   V1 org.apache.cloudstack.backup.BackupProvider::2: FAILED_SYNTACTIC_VALIDITY  model 102.56s (18 calls), audit 0s, total 104s, baseline -  | Model's edits could not be applied / Ä£ĞÍ¸ø³öµÄ±à¼­ÎŞ·¨Ó¦ÓÃ: V1 output could not be written back: server\src\test\java\org\apache\cloudstack\backup\BackupManagerTest.java#
09-25 06:34:00   V2 org.apache.cloudstack.backup.BackupProvider::1: SUCCESS  model 20.18s (4 calls), audit 2.94s, total 106s, baseline reused
09-25 06:35:39   V1 org.apache.cloudstack.backup.BackupProvider::1: SUCCESS  model 13.59s (4 calls), audit 2.7s, total 98s, baseline reused
09-25 06:38:05   V2 com.cloud.network.bigswitch.AttachmentData.Attachment::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 50.0s (6 calls), audit 0s, total 144s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-25 06:39:50   V1 com.cloud.network.bigswitch.AttachmentData.Attachment::1: SUCCESS  model 18.2s (4 calls), audit 3.19s, total 105s, baseline reused
09-25 06:43:07   V2 org.apache.cloudstack.context.CallContext::17: SUCCESS  model 49.19s (6 calls), audit 2.91s, total 194s, baseline reused
09-25 06:44:34   V1 org.apache.cloudstack.context.CallContext::17: FAILED_SYNTACTIC_VALIDITY  model 51.63s (5 calls), audit 0s, total 86s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 06:46:07   V2 org.apache.cloudstack.context.CallContext::16: FAILED_SYNTACTIC_VALIDITY  model 56.85s (9 calls), audit 0s, total 91s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 06:48:18   V1 org.apache.cloudstack.context.CallContext::16: SUCCESS  model 34.28s (9 calls), audit 2.38s, total 131s, baseline reused
09-25 06:50:35   V2 org.apache.cloudstack.context.CallContext::15: SUCCESS  model 44.89s (7 calls), audit 2.96s, total 134s, baseline reused
09-25 06:51:44   V1 org.apache.cloudstack.context.CallContext::15: FAILED_SYNTACTIC_VALIDITY  model 35.62s (6 calls), audit 0s, total 69s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-25 06:54:11   V2 org.apache.cloudstack.context.CallContext::14: SUCCESS  model 19.35s (4 calls), audit 2.75s, total 97s, baseline reused
09-25 06:55:43   V1 org.apache.cloudstack.context.CallContext::14: SUCCESS  model 15.23s (4 calls), audit 2.29s, total 92s, baseline reused
09-25 06:58:59   V2 org.apache.cloudstack.context.CallContext::13: SUCCESS  model 92.7s (12 calls), audit 3.6s, total 193s, baseline reused
09-25 07:01:16   V1 org.apache.cloudstack.context.CallContext::13: SUCCESS  model 48.22s (8 calls), audit 3.14s, total 137s, baseline reused
09-25 07:03:38   V2 org.apache.cloudstack.context.CallContext::12: SUCCESS  model 7.4s (2 calls), audit 3.35s, total 139s, baseline reused
09-25 07:06:06   V1 org.apache.cloudstack.context.CallContext::12: SUCCESS  model 30.04s (6 calls), audit 3.21s, total 148s, baseline reused
09-25 07:07:45   V2 org.apache.cloudstack.context.CallContext::11: SUCCESS  model 92.44s (11 calls), audit 2.18s, total 97s, baseline reused
09-25 07:09:45   V1 org.apache.cloudstack.context.CallContext::11: SUCCESS  model 35.65s (8 calls), audit 2.91s, total 120s, baseline reused
09-25 07:11:52   V2 org.apache.cloudstack.context.CallContext::10: SUCCESS  model 44.44s (5 calls), audit 2.26s, total 122s, baseline reused
09-25 07:13:31   V1 org.apache.cloudstack.context.CallContext::10: SUCCESS  model 22.08s (5 calls), audit 2.79s, total 99s, baseline reused
09-25 07:14:22   V2 org.apache.cloudstack.context.CallContext::9: SUCCESS  model 9.05s (2 calls), audit 3.29s, total 48s, baseline reused
09-25 07:15:35   V1 org.apache.cloudstack.context.CallContext::9: SUCCESS  model 34.84s (4 calls), audit 3.31s, total 73s, baseline reused
09-25 07:17:32   V2 org.apache.cloudstack.context.CallContext::8: SUCCESS  model 34.75s (5 calls), audit 1.92s, total 114s, baseline reused
09-25 07:19:02   V1 org.apache.cloudstack.context.CallContext::8: SUCCESS  model 14.83s (4 calls), audit 2.22s, total 90s, baseline reused
09-25 07:20:55   V2 org.apache.cloudstack.context.CallContext::7: SUCCESS  model 22.25s (4 calls), audit 2.93s, total 110s, baseline reused
09-25 07:22:38   V1 org.apache.cloudstack.context.CallContext::7: SUCCESS  model 15.66s (4 calls), audit 4.01s, total 104s, baseline reused
09-25 07:24:34   V2 org.apache.cloudstack.context.CallContext::6: SUCCESS  model 25.25s (4 calls), audit 2.65s, total 113s, baseline reused
09-25 07:24:55   V1 org.apache.cloudstack.context.CallContext::6: SUCCESS  model 16.44s (4 calls), audit 2.25s, total 20s, baseline reused
09-25 07:27:10   V2 org.apache.cloudstack.context.CallContext::5: SUCCESS  model 34.94s (5 calls), audit 2.57s, total 132s, baseline reused
09-25 07:29:02   V1 org.apache.cloudstack.context.CallContext::5: SUCCESS  model 25.03s (5 calls), audit 2.34s, total 112s, baseline reused
09-25 07:30:24   V2 org.apache.cloudstack.context.CallContext::4: SUCCESS  model 26.72s (4 calls), audit 2.28s, total 31s, baseline reused
09-25 07:32:06   V1 org.apache.cloudstack.context.CallContext::4: SUCCESS  model 14.91s (4 calls), audit 2.39s, total 102s, baseline reused
09-25 07:33:42   V2 org.apache.cloudstack.context.CallContext::3: SUCCESS  model 8.26s (2 calls), audit 2.92s, total 94s, baseline reused
09-25 07:35:29   V1 org.apache.cloudstack.context.CallContext::3: SUCCESS  model 21.85s (6 calls), audit 3.13s, total 106s, baseline reused
09-25 07:36:14   V2 org.apache.cloudstack.context.CallContext::2: SUCCESS  model 37.8s (6 calls), audit 2.66s, total 42s, baseline reused
09-25 07:38:10   V1 org.apache.cloudstack.context.CallContext::2: SUCCESS  model 31.74s (6 calls), audit 3.49s, total 116s, baseline reused
